player,2020_pos,2020_age,team_id,2020_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,player_id,2021_pos,2021_age,2021_g,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Juan Hernangómez,PF,24,MIN,48,833,10.4,.518,.522,.287,5.6,20.5,12.8,6.6,1.1,1.0,10.3,15.7,,0.2,0.7,0.9,.052,,-2.2,-1.1,-3.4,-0.3,hernaju01,PF,25,9,168,11.4,.512,.536,.143,4.8,23.5,13.5,3.3,1.4,1.0,6.3,15.7,,0.1,0.0,0.1,.026,,-2.2,-2.4,-4.6,-0.1,3321030,6493000,https://www.basketball-reference.com/req/202101021/images/players/hernaju01.jpg
Willy Hernangómez,C,25,NOP,31,375,19.2,.576,.158,.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,,0.4,0.4,0.8,.107,,0.6,-0.5,0.1,0.2,hernawi01,C,26,1,7,2.8,.181,.000,4.000,0.0,62.0,31.2,17.8,0.0,0.0,0.0,16.8,,0.0,0.0,0.0,-0.118,,-2.6,-1.9,-4.4,0.0,1676735,1727145,https://www.2kratings.com/wp-content/uploads/Willy-Hernangomez-2K-Rating.png
Tyler Herro,SG,20,MIA,55,1508,12.5,.550,.472,.158,1.2,14.9,8.3,12.7,1.1,0.6,11.4,22.3,,0.2,1.3,1.6,.050,,-0.4,-1.2,-1.6,0.1,herroty01,SG,21,8,266,12.1,.562,.416,.228,0.4,20.0,11.1,18.4,0.5,0.0,14.6,21.5,,0.0,0.3,0.3,.054,,-2.1,-1.2,-3.3,-0.1,3640200,3822240,https://www.2kratings.com/wp-content/uploads/Tyler-Herro-2K-Rating.png
Kevin Hervey,PF,23,OKC,10,52,5.0,.315,.741,.000,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,,-0.2,0.1,-0.1,-0.085,,-4.0,-1.1,-5.1,0.0,herveke01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/herveke01.jpg
Mario Hezonja,PF,24,POR,53,871,9.5,.525,.358,.271,3.6,18.3,11.0,7.5,2.0,0.9,14.7,13.9,,0.1,0.6,0.8,.043,,-3.1,0.2,-2.9,-0.2,hezonma01,,,,,,,,,,,,,,,,,,,,,,,,,,,1737145,,https://www.basketball-reference.com/req/202101021/images/players/hezonma01.jpg
Buddy Hield,SG,27,SAC,72,2216,16.0,.566,.592,.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,,1.4,1.5,3.0,.064,,2.5,-1.4,1.1,1.7,hieldbu01,SG,28,10,343,7.8,.486,.695,.113,0.9,13.2,6.7,11.3,0.8,1.0,10.8,20.4,,-0.2,-0.1,-0.3,-0.041,,-2.6,-2.7,-5.4,-0.3,4861208,24431818,https://www.2kratings.com/wp-content/uploads/Buddy-Hield-2K-Rating.png
George Hill,PG,33,OKC,59,1271,16.9,.659,.468,.269,4.1,9.3,6.9,19.0,1.7,0.3,11.9,15.5,,3.5,2.1,5.5,.210,,1.6,1.3,2.9,1.6,hillge01,PG,34,7,178,17.9,.630,.542,.203,3.5,4.9,4.2,22.9,1.6,0.9,8.5,17.2,,0.5,0.2,0.7,.177,,1.8,-0.3,1.6,0.2,1000000,9590602,https://www.2kratings.com/wp-content/uploads/George-Hill-2K-Rating.png
Solomon Hill,PF,28,ATL,59,1088,9.8,.535,.615,.194,2.9,13.0,8.1,12.4,1.9,1.0,14.5,13.6,,0.4,1.1,1.4,.064,,-2.0,0.3,-1.7,0.1,hillso01,PF,29,9,154,8.0,.543,.805,.073,2.7,11.3,7.0,5.4,1.6,2.3,12.4,13.0,,0.0,0.1,0.2,.058,,-1.9,0.2,-1.7,0.0,13258781,2174318,https://www.2kratings.com/wp-content/uploads/Solomon-Hill-2K-Rating.png
Jaylen Hoard,PF,20,POR,13,103,14.9,.504,.094,.406,14.4,18.1,16.2,5.3,2.3,0.0,9.6,17.2,,0.1,0.1,0.2,.093,,-0.8,-1.1,-1.9,0.0,hoardja01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/hoardja01.jpg
Aaron Holiday,PG,23,IND,66,1617,11.6,.521,.393,.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,,0.4,1.7,2.1,.063,,-1.6,0.0,-1.6,0.2,holidaa01,PG,24,9,192,5.1,.446,.537,.037,1.8,6.4,4.1,9.2,1.7,0.9,11.3,14.0,,-0.2,0.2,0.0,-0.001,,-4.9,-0.8,-5.7,-0.2,2239200,2345640,https://www.2kratings.com/wp-content/uploads/Aaron-Holiday-2K-Rating.png
Jrue Holiday,SG,29,MIL,61,2117,17.0,.537,.344,.181,3.8,10.9,7.3,29.1,2.2,1.9,14.5,24.5,,2.0,1.9,3.9,.088,,1.6,0.2,1.8,2.0,holidjr01,PG,30,10,312,19.6,.588,.375,.142,3.5,10.9,7.3,22.3,3.1,1.7,9.9,18.8,,0.8,0.5,1.3,.201,,2.1,1.3,3.3,0.4,26131111,26131111,https://www.2kratings.com/wp-content/uploads/Jrue-Holiday-2K-Rating.png
Justin Holiday,SF,30,IND,73,1826,12.1,.585,.681,.138,1.9,12.2,7.1,6.7,2.3,2.2,7.9,13.4,,1.6,2.6,4.2,.112,,-0.5,1.8,1.3,1.5,holidju01,SG,31,9,264,13.7,.678,.567,.254,2.6,11.4,7.1,5.5,2.0,1.0,10.8,13.7,,0.4,0.3,0.7,.131,,0.6,0.2,0.8,0.2,4767000,5720400,https://www.2kratings.com/wp-content/uploads/Justin-Holiday-2K-Rating.png
Rondae Hollis-Jefferson,PF,25,TOR,60,1122,15.1,.533,.070,.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,,1.4,2.0,3.4,.146,,-1.2,1.5,0.3,0.6,holliro01,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000,,https://www.basketball-reference.com/req/202101021/images/players/holliro01.jpg
Richaun Holmes,C,26,SAC,44,1242,19.7,.681,.000,.343,11.2,21.5,16.2,5.1,1.6,4.3,11.6,15.6,,3.4,1.5,4.9,.190,,0.3,0.6,1.0,0.9,holmeri01,C,27,9,245,21.4,.722,.014,.264,10.1,20.3,14.9,9.0,1.9,3.3,12.0,15.7,,0.8,0.1,0.9,.179,,0.5,0.3,0.8,0.2,4767000,5005350,https://www.2kratings.com/wp-content/uploads/Richaun-Holmes-2K-Rating.png
Rodney Hood,SF,27,POR,21,619,12.2,.625,.413,.157,1.7,10.4,6.1,7.0,1.3,0.6,9.4,13.9,,0.9,0.2,1.1,.084,,-0.4,-0.5,-0.9,0.2,hoodro01,SF,28,7,97,1.9,.260,.480,.000,0.0,10.9,5.4,16.8,2.4,1.0,16.7,13.1,,-0.3,0.1,-0.2,-0.095,,-7.6,-1.1,-8.7,-0.2,5718000,10047450,https://www.2kratings.com/wp-content/uploads/Rodney-Hood-2K-Rating.png
Al Horford,C,33,OKC,67,2025,15.7,.536,.399,.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,,2.8,2.6,5.4,.128,,1.3,1.0,2.2,2.2,horfoal01,C,34,7,187,11.6,.490,.574,.044,2.8,24.0,13.7,13.5,0.5,2.1,8.0,17.6,,0.0,0.3,0.2,.059,,-0.8,-0.4,-1.2,0.0,28000000,27500000,https://www.2kratings.com/wp-content/uploads/Al-Horford-2K-Rating.png
Talen Horton-Tucker,SG,19,LAL,6,81,12.3,.535,.433,.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,,0.0,0.2,0.1,.070,,-4.0,2.0,-2.1,0.0,hortota01,SG,20,9,149,14.4,.526,.339,.196,2.3,12.4,7.6,13.7,1.9,3.3,9.0,19.3,,0.1,0.2,0.4,.124,,-1.7,1.3,-0.4,0.1,898310,1517981,https://www.2kratings.com/wp-content/uploads/Talen-Horton-Tucker-2K-Rating.png
Danuel House,SF,26,HOU,63,1913,11.3,.572,.659,.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,,1.9,1.8,3.6,.091,,-0.8,0.0,-0.7,0.6,houseda01,SF,27,4,130,6.9,.478,.556,.370,0.9,13.8,7.7,9.1,0.4,0.6,3.1,11.1,,0.1,0.1,0.1,.049,,-4.1,-1.7,-5.7,-0.1,3540000,3717000,https://www.basketball-reference.com/req/202101021/images/players/houseda01.jpg
Dwight Howard,C,34,PHI,69,1306,18.7,.696,.018,.773,14.6,27.8,21.2,4.8,1.1,5.4,18.5,14.7,,2.8,2.6,5.4,.197,,-1.0,1.2,0.2,0.7,howardw01,C,35,10,147,14.6,.712,.081,.486,14.6,33.0,24.4,6.9,0.6,3.4,31.9,18.7,,0.1,0.3,0.3,.114,,-4.7,0.3,-4.4,-0.1,2564753,2564753,https://www.2kratings.com/wp-content/uploads/Dwight-Howard-2K-Rating.png
William Howard,PF,26,HOU,2,13,-12.7,.000,1.000,.000,0.0,16.3,8.1,9.1,0.0,0.0,20.0,15.9,,-0.1,0.0,-0.1,-0.357,,-14.2,-5.4,-19.6,-0.1,howarwi01,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,https://www.basketball-reference.com/req/202101021/images/players/howarwi01.jpg
Kevin Huerter,SG,21,ATL,56,1760,11.5,.536,.548,.105,2.1,12.0,7.0,17.5,1.4,1.3,12.0,17.1,,1.0,0.6,1.6,.043,,-0.7,-0.9,-1.6,0.2,huertke01,SG,22,9,247,14.5,.561,.589,.074,3.8,9.1,6.5,19.7,1.9,0.4,9.3,18.2,,0.4,0.2,0.6,.124,,1.3,0.3,1.5,0.2,2636280,2761920,https://www.2kratings.com/wp-content/uploads/Kevin-Huerter-2K-Rating.png
De'Andre Hunter,SF,22,ATL,63,2018,8.6,.521,.445,.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,,-0.4,0.5,0.1,.002,,-2.9,-1.8,-4.7,-1.4,huntede01,SF,23,9,293,17.3,.639,.433,.260,3.6,17.8,10.7,10.6,0.8,1.8,7.2,17.7,,0.8,0.3,1.1,.173,,2.8,0.2,3.0,0.4,7068360,7422000,https://www.2kratings.com/wp-content/uploads/DeAndre-Hunter-2K-Rating.png
Chandler Hutchison,SF,23,CHI,28,527,12.4,.521,.217,.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,,0.0,0.7,0.7,.060,,-2.7,0.1,-2.6,-0.1,hutchch01,SF,24,4,52,4.0,.385,.188,.125,2.2,33.4,18.0,10.0,0.9,0.0,15.1,15.7,,-0.1,0.0,-0.1,-0.063,,-7.6,-1.2,-8.9,-0.1,2332320,2443440,https://www.2kratings.com/wp-content/uploads/Chandler-Hutchison-2K-Rating.png
Serge Ibaka,C,30,LAC,55,1485,17.3,.583,.272,.185,8.3,23.5,16.1,8.6,0.9,3.0,13.1,24.0,,1.2,2.7,3.9,.126,,0.1,0.0,0.1,0.8,ibakase01,C,31,10,255,17.7,.582,.330,.170,7.3,24.3,15.9,9.9,0.6,4.8,10.0,20.8,,0.4,0.2,0.6,.120,,0.8,-1.3,-0.4,0.1,23271604,9258000,https://www.2kratings.com/wp-content/uploads/Serge-Ibaka-2K-Rating.png
Andre Iguodala,SF,36,MIA,21,418,10.5,.507,.534,.170,4.7,15.7,10.4,16.9,1.6,5.0,21.6,12.7,,0.0,0.6,0.6,.065,,-1.9,1.4,-0.5,0.2,iguodan01,SF,37,7,125,6.8,.536,.786,.000,1.9,14.4,8.7,9.8,1.5,2.3,20.0,12.3,,-0.1,0.2,0.1,.031,,-2.7,1.5,-1.2,0.0,17185185,15000000,https://www.2kratings.com/wp-content/uploads/Andre-Iguodala-2K-Rating.png
Ersan İlyasova,PF,32,MIL,63,986,14.9,.589,.438,.278,6.6,22.7,15.1,6.6,1.1,1.5,8.8,16.1,,1.6,2.0,3.6,.174,,-0.3,0.8,0.4,0.6,ilyaser01,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,,https://www.basketball-reference.com/req/202101021/images/players/ilyaser01.jpg
Joe Ingles,PF,32,UTA,72,2137,12.6,.595,.638,.170,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,,2.7,2.1,4.8,.108,,0.0,0.7,0.7,1.5,inglejo01,SF,33,8,210,11.8,.596,.625,.109,2.5,13.1,7.9,18.1,0.7,0.4,18.3,16.5,,0.2,0.1,0.4,.081,,-0.6,-0.6,-1.2,0.0,11954546,10863637,https://www.2kratings.com/wp-content/uploads/Joe-Ingles-2K-Rating.png
Brandon Ingram,PF,22,NOP,62,2104,18.8,.587,.350,.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,,3.3,1.8,5.1,.115,,2.5,-0.4,2.1,2.2,ingrabr01,SF,23,9,312,22.7,.578,.350,.381,2.8,19.5,11.2,29.1,0.9,2.6,11.4,28.8,,0.8,0.4,1.2,.186,,6.3,0.0,6.3,0.6,7265485,27285000,https://www.2kratings.com/wp-content/uploads/Brandon-Ingram-2K-Rating.png
Kyrie Irving,PG,27,BRK,20,658,26.2,.595,.341,.245,3.5,12.5,8.1,36.7,1.9,1.3,10.1,32.6,,2.1,0.8,2.9,.210,,6.7,0.9,7.7,1.6,irvinky01,PG,28,7,231,26.9,.630,.433,.156,2.3,13.2,8.1,33.1,2.2,0.7,9.1,30.0,,0.9,0.3,1.2,.255,,6.4,0.9,7.3,0.5,31742000,33329100,https://www.2kratings.com/wp-content/uploads/Kyrie-Irving-2K-Rating.png
Jonathan Isaac,PF,22,ORL,34,980,17.3,.552,.283,.232,6.2,19.6,12.7,7.4,2.6,7.2,11.8,18.3,,0.6,1.9,2.5,.120,,-0.5,2.9,2.3,1.1,isaacjo01,,,,,,,,,,,,,,,,,,,,,,,,,,,5806440,7362566,https://www.2kratings.com/wp-content/uploads/Jonathan-Isaac-2K-Rating.png
Wesley Iwundu,SF,25,DAL,52,953,10.3,.544,.352,.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,,0.8,0.8,1.7,.084,,-2.7,0.0,-2.6,-0.2,iwundwe01,SF,26,5,53,8.5,.543,.333,.167,2.1,14.5,8.4,2.8,2.8,0.0,13.4,12.5,,0.0,0.1,0.1,.061,,-4.8,1.4,-3.4,0.0,1618520,1678854,https://www.basketball-reference.com/req/202101021/images/players/iwundwe01.jpg
Frank Jackson,PG,21,DET,59,797,9.1,.510,.435,.227,2.9,8.1,5.5,10.8,1.0,0.4,11.9,21.2,,-0.2,0.3,0.2,.010,,-3.3,-2.2,-5.5,-0.7,jacksfr01,PG,22,1,10,2.1,.375,.750,.000,0.0,0.0,0.0,14.3,4.8,0.0,20.0,21.1,,0.0,0.0,0.0,-0.132,,-7.2,1.2,-5.9,0.0,1618520,0,https://www.basketball-reference.com/req/202101021/images/players/jacksfr01.jpg
Jaren Jackson Jr.,C,20,MEM,57,1622,16.3,.593,.489,.247,3.6,13.2,8.5,7.2,1.2,5.0,10.6,24.0,,1.6,1.8,3.5,.103,,0.3,0.1,0.4,1.0,jacksja02,,,,,,,,,,,,,,,,,,,,,,,,,,,6927480,7257360,https://www.basketball-reference.com/req/202101021/images/players/jacksja02.jpg
Josh Jackson,SF,22,DET,22,381,14.1,.547,.453,.314,3.1,14.9,9.1,13.1,2.2,2.1,13.4,22.8,,0.1,0.5,0.5,.069,,-1.1,1.1,0.0,0.2,jacksjo02,SG,23,7,163,15.2,.529,.395,.174,2.5,18.4,9.8,13.1,2.1,2.5,10.6,26.9,,0.0,0.1,0.1,.033,,-0.7,-0.4,-1.1,0.0,7059480,4767000,https://www.2kratings.com/wp-content/uploads/Josh-Jackson-2K-Rating.png
Justin Jackson,PF,24,OKC,65,1045,9.5,.496,.478,.147,2.7,12.6,7.7,6.8,0.7,0.8,3.7,15.4,,0.6,0.6,1.2,.054,,-2.1,-1.3,-3.4,-0.4,jacksju01,SF,25,2,48,4.5,.474,.615,.308,2.2,16.3,9.4,9.3,1.0,0.0,25.3,18.0,,-0.1,0.1,-0.1,-0.057,,-7.0,-1.8,-8.9,-0.1,3280920,5029650,https://www.2kratings.com/wp-content/uploads/Justin-Jackson-2K-Rating.png
Reggie Jackson,SG-PG,29,LAC,31,743,13.7,.529,.445,.166,2.5,10.8,6.7,26.2,0.8,0.6,12.7,23.1,,0.6,0.5,1.1,.073,,0.8,-1.2,-0.4,0.3,jacksre01,SG,30,10,135,14.0,.569,.553,.106,0.9,11.9,6.4,22.3,1.5,0.8,9.2,17.9,,0.2,0.1,0.3,.103,,-0.6,-1.3,-2.0,0.0,734025,2331593,https://www.2kratings.com/wp-content/uploads/Reggie-Jackson-2K-Rating.png
Justin James,SF,23,SAC,36,232,11.0,.477,.345,.250,2.8,12.9,7.8,11.2,1.3,3.7,7.9,18.9,,-0.1,0.2,0.1,.028,,-1.4,-0.1,-1.4,0.0,jamesju01,SF,24,4,29,5.1,.290,.444,.778,3.6,16.0,9.4,14.1,1.6,0.0,0.0,17.6,,-0.1,0.0,-0.1,-0.121,,-5.7,-3.8,-9.5,-0.1,898310,1517981,https://www.2kratings.com/wp-content/uploads/Justin-James-2K-Rating.png
LeBron James,PG,35,LAL,67,2316,25.5,.577,.326,.292,3.2,21.5,12.4,49.1,1.6,1.4,15.1,31.5,,6.2,3.6,9.8,.204,,6.6,1.8,8.4,6.1,jamesle01,PG,36,10,328,24.7,.582,.324,.324,2.8,23.7,13.8,38.3,1.3,0.8,14.9,32.5,,0.8,0.5,1.3,.194,,4.9,0.2,5.1,0.6,37436858,39219565,https://www.2kratings.com/wp-content/uploads/LeBron-James-2K-Rating.png
Amile Jefferson,PF,26,ORL,18,74,8.9,.372,.000,1.000,14.1,19.5,16.7,7.2,0.7,3.7,13.0,13.5,,0.0,0.1,0.0,.023,,-4.8,-1.0,-5.8,-0.1,jeffeam01,,,,,,,,,,,,,,,,,,,,,,,,,,,1445697,,https://www.basketball-reference.com/req/202101021/images/players/jeffeam01.jpg
DaQuan Jeffries,SG,22,SAC,13,141,11.2,.586,.450,.150,2.3,12.3,7.2,7.1,1.4,0.7,4.5,13.7,,0.2,0.1,0.3,.100,,-2.7,-1.1,-3.8,-0.1,jeffrda01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445697,https://www.2kratings.com/wp-content/uploads/DaQuan-Jeffries-2K-Rating.png
Ty Jerome,SG,22,PHO,31,328,7.9,.425,.442,.142,2.3,13.4,7.8,18.2,2.2,0.8,13.0,17.9,,-0.3,0.3,0.0,-0.003,,-4.0,0.1,-3.8,-0.2,jeromty01,,,,,,,,,,,,,,,,,,,,,,,,,,,2193480,2303040,https://www.2kratings.com/wp-content/uploads/Ty-Jerome-2K-Rating.png
Alize Johnson,PF,23,IND,17,118,13.3,.509,.276,.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,,0.1,0.2,0.3,.111,,-1.8,0.3,-1.5,0.0,johnsal02,,,,,,,,,,,,,,,,,,,,,,,,,,,1416852,,https://www.2kratings.com/wp-content/uploads/Alize-Johnson-2K-Rating.png
B.J. Johnson,SF,24,ORL,10,83,5.4,.412,.281,.313,3.8,16.1,9.7,5.1,1.8,0.0,14.2,22.1,,-0.2,0.1,-0.1,-0.074,,-5.8,-3.2,-9.0,-0.1,johnsbj01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/johnsbj01.jpg
Cameron Johnson,PF,23,PHO,57,1255,12.9,.586,.672,.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,,1.7,1.0,2.7,.102,,0.8,-0.4,0.3,0.7,johnsca02,PF,24,10,236,19.4,.653,.705,.126,1.5,13.2,7.4,9.3,1.3,2.3,4.7,20.2,,0.6,0.3,0.9,.185,,4.5,0.6,5.1,0.4,4033440,4235160,https://www.2kratings.com/wp-content/uploads/Cameron-Johnson-2K-Rating.png
James Johnson,PF-C,32,DAL,32,619,14.8,.572,.423,.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,,0.3,0.8,1.1,.089,,-1.1,1.1,0.0,0.3,johnsja01,PF,33,9,145,12.9,.487,.400,.350,3.1,18.9,11.1,18.3,4.4,2.1,16.3,16.9,,0.0,0.3,0.3,.097,,-2.9,3.5,0.6,0.1,15349400,16047100,https://www.2kratings.com/wp-content/uploads/James-Johnson-2K-Rating.png
Keldon Johnson,SF,20,SAS,17,301,19.1,.711,.247,.494,3.6,16.8,10.2,7.2,2.2,0.6,10.7,17.4,,0.8,0.2,1.1,.174,,1.5,0.0,1.5,0.3,johnske04,SF,21,9,281,15.5,.557,.298,.240,5.5,19.3,12.1,12.0,1.9,1.4,12.2,19.8,,0.2,0.3,0.5,.089,,-0.5,-0.5,-1.0,0.1,1950600,2048040,https://www.basketball-reference.com/req/202101021/images/players/johnske04.jpg
Stanley Johnson,PF,23,TOR,25,150,9.9,.454,.407,.271,5.0,20.6,13.0,19.4,1.9,2.6,18.5,23.1,,-0.3,0.3,0.0,.014,,-3.9,1.4,-2.6,0.0,johnsst04,PF,24,6,74,6.9,.269,.538,.000,7.0,21.1,13.8,10.4,3.8,1.3,18.8,9.2,,-0.1,0.1,0.0,.014,,-4.5,1.9,-2.6,0.0,3623000,3801000,https://www.2kratings.com/wp-content/uploads/Stanley-Johnson-2K-Rating.png
Tyler Johnson,PG-SG,27,BRK,39,709,10.1,.504,.476,.200,2.7,8.9,5.8,14.8,1.1,1.1,9.6,18.0,,0.3,0.5,0.7,.050,,-2.0,-0.9,-2.9,-0.2,johnsty01,SG,28,4,30,20.3,.643,.714,.000,3.6,3.2,3.4,30.3,4.6,0.0,0.0,9.8,,0.1,0.1,0.2,.278,,5.4,4.8,10.2,0.1,212753,2028594,https://www.2kratings.com/wp-content/uploads/Tyler-Johnson-2K-Rating.png
Nikola Jokić,C,24,DEN,73,2336,24.9,.605,.238,.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,,6.7,3.1,9.8,.202,,5.5,2.0,7.4,5.5,jokicni01,C,25,9,321,29.6,.671,.193,.414,9.0,27.6,18.5,49.7,1.8,1.1,20.6,27.9,,1.5,0.3,1.8,.268,,7.6,2.1,9.7,0.9,26573595,28542009,https://www.2kratings.com/wp-content/uploads/Nikola-Jokic-2K-Rating.png
Damian Jones,C,24,PHO,55,887,15.6,.712,.051,.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,,2.2,0.6,2.8,.152,,-1.6,0.1,-1.5,0.1,jonesda03,C,25,4,30,2.5,.333,.000,.000,11.5,11.1,11.3,0.0,1.7,6.0,40.0,7.6,,0.0,0.1,0.0,.017,,-9.3,1.3,-8.1,0.0,2305057,1737145,https://www.2kratings.com/wp-content/uploads/Damian-Jones-2K-Rating.png
Derrick Jones Jr.,SF,22,POR,59,1375,14.9,.620,.378,.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,,2.6,1.8,4.4,.153,,-0.3,1.1,0.7,1.0,jonesde02,SF,23,9,254,7.7,.478,.426,.370,4.1,9.2,6.6,3.6,2.2,2.2,8.7,11.4,,0.0,0.2,0.2,.036,,-4.6,-0.5,-5.1,-0.2,1645357,9268293,https://www.basketball-reference.com/req/202101021/images/players/jonesde02.jpg
Tyus Jones,PG,23,MEM,65,1232,15.7,.532,.289,.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,,1.9,1.1,3.0,.117,,0.4,0.2,0.6,0.8,jonesty01,PG,24,9,237,13.0,.453,.333,.067,0.9,9.4,5.1,29.2,2.6,1.1,10.4,15.3,,0.1,0.3,0.4,.075,,-2.0,0.8,-1.1,0.1,8408000,7965100,https://www.2kratings.com/wp-content/uploads/Tyus-Jones-2K-Rating.png
DeAndre Jordan,C,31,BRK,56,1234,19.9,.682,.000,.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,,3.0,2.2,5.2,.200,,1.2,1.8,3.0,1.5,jordade01,C,32,10,178,12.3,.693,.000,.652,8.5,29.9,19.9,13.8,0.5,5.7,39.1,11.4,,0.1,0.4,0.4,.116,,-4.0,2.8,-1.2,0.0,9881598,10375678,https://www.2kratings.com/wp-content/uploads/DeAndre-Jordan-2K-Rating.png
Cory Joseph,PG,28,SAC,72,1759,10.1,.517,.386,.170,2.7,9.4,6.0,19.1,1.5,1.1,15.3,12.9,,1.2,1.1,2.3,.062,,-2.1,0.1,-2.0,0.0,josepco01,PG,29,10,232,9.4,.518,.358,.284,1.8,10.5,5.9,15.0,1.4,1.9,13.7,15.9,,0.1,0.0,0.1,.011,,-4.2,-0.8,-4.9,-0.2,12000000,12600000,https://www.2kratings.com/wp-content/uploads/Cory-Joseph-2K-Rating.png
Mfiondu Kabengele,C,22,LAC,12,64,18.2,.614,.625,.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,,0.1,0.1,0.2,.173,,2.3,-0.1,2.2,0.1,kabenmf01,PF,23,7,33,-2.2,.253,.667,.222,0.0,13.9,7.0,7.6,3.0,3.1,16.8,16.0,,-0.1,0.0,-0.1,-0.141,,-11.5,-1.2,-12.7,-0.1,1977000,2075880,https://www.2kratings.com/wp-content/uploads/Mfiondu-Kabengele-2K-Rating.png
Frank Kaminsky,C,26,PHO,39,777,14.2,.545,.404,.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21.0,,0.7,0.7,1.4,.087,,-0.1,-0.4,-0.5,0.3,kaminfr01,C,27,5,40,13.1,.430,.222,.222,14.3,11.1,12.7,15.2,0.0,2.2,4.8,23.5,,0.0,0.0,0.1,.062,,-2.0,-1.9,-3.9,0.0,4767000,,https://www.2kratings.com/wp-content/uploads/Frank-Kaminsky-2K-Rating.png
Enes Kanter,C,27,POR,58,983,22.4,.599,.020,.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,,2.6,1.8,4.4,.214,,1.8,-0.3,1.5,0.9,kanteen01,C,28,9,175,26.3,.693,.000,.361,19.5,32.7,26.0,3.7,1.1,1.6,11.3,19.2,,0.8,0.2,1.0,.264,,2.9,-3.0,-0.1,0.1,4767000,5005350,https://www.2kratings.com/wp-content/uploads/Enes-Kanter-2K-Rating.png
Luke Kennard,SG,23,LAC,28,922,14.4,.589,.535,.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,,1.6,0.3,1.9,.100,,1.1,-1.4,-0.3,0.4,kennalu01,SG,24,10,234,9.7,.607,.485,.136,1.0,13.7,7.4,10.5,0.6,0.9,17.7,16.2,,0.1,0.1,0.2,.034,,-1.9,-2.3,-4.1,-0.1,3827160,5273826,https://www.2kratings.com/wp-content/uploads/Luke-Kennard-2K-Rating.png
Stanton Kidd,SG,27,UTA,4,15,-13.7,.000,.333,.000,0.0,21.3,11.0,8.0,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.327,,-15.7,-1.3,-17.0,-0.1,kiddst01,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,,https://www.basketball-reference.com/req/202101021/images/players/kiddst01.jpg
