player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link,2021_preseason_salary,position
Patrick McCaw,SF,24,TOR,37,12,24.5,1.8,4.4,.414,0.6,1.9,.324,1.2,2.5,.484,.485,0.4,0.5,.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6,mccawpa01,SF,25,5,0,6.6,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.6,0.6,1.000,0.2,0.4,0.6,0.8,0.4,0.0,0.0,1.2,1.0,908,7.3,.500,.438,.111,2.3,7.6,5.0,11.5,2.0,0.4,14.6,9.4,,0.2,1.2,1.4,.075,,-3.6,1.8,-1.8,0.0,33,12.0,1.078,.000,3.000,3.2,6.9,5.0,15.3,2.9,0.0,0.0,3.0,,0.1,0.0,0.1,.209,,-2.5,3.5,1.0,0.0,4000000,4000000,https://www.2kratings.com/wp-content/uploads/Patrick-McCaw-2K-Rating.png,4000000,SF
CJ McCollum,SG,28,POR,70,70,36.5,8.7,19.4,.451,2.8,7.3,.379,6.0,12.1,.494,.522,2.0,2.6,.757,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6,22.2,mccolcj01,SG,29,19,19,32.3,8.7,19.4,.447,4.5,10.5,.425,4.2,8.9,.473,.562,2.6,3.0,.860,0.5,3.1,3.6,4.5,1.0,0.3,1.3,1.7,24.4,2556,17.0,.541,.378,.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,,3.5,0.6,4.1,.077,,2.3,-1.8,0.5,1.6,614,23.3,.589,.542,.154,1.7,10.8,6.0,24.6,1.5,0.9,5.7,29.4,,2.0,0.1,2.1,.161,,6.4,-1.8,4.6,1.0,27556959,29354152,https://www.2kratings.com/wp-content/uploads/CJ-McCollum-2K-Rating.png,29354152,SG
T.J. McConnell,PG,27,IND,71,3,18.7,3.0,5.8,.516,0.1,0.2,.294,2.9,5.5,.525,.522,0.5,0.6,.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,mccontj01,PG,28,40,2,25.3,3.3,6.1,.545,0.2,0.6,.318,3.2,5.6,.568,.559,0.3,0.6,.565,0.7,2.9,3.7,6.5,1.8,0.4,1.9,1.6,7.2,1326,16.5,.540,.041,.102,3.2,12.4,7.8,37.6,2.0,0.7,18.9,17.5,,1.7,1.7,3.3,.121,,0.1,0.4,0.5,0.8,1012,16.1,.563,.090,.094,3.2,13.1,8.1,34.7,3.4,1.3,22.6,14.0,,1.2,1.4,2.6,.123,,-0.3,2.1,1.8,1.0,3500000,3500000,https://www.basketball-reference.com/req/202101021/images/players/mccontj01.jpg,3500000,PG
Jalen McDaniels,SF,22,CHO,16,0,18.3,2.1,4.4,.471,0.6,1.5,.375,1.5,2.9,.522,.536,0.9,1.1,.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,mcdanja01,SF,23,21,1,11.1,1.6,3.6,.440,0.4,1.3,.286,1.2,2.2,.532,.493,0.7,1.0,.714,0.4,1.9,2.2,0.5,0.1,0.2,0.8,1.5,4.2,293,10.7,.574,.343,.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,,0.2,0.2,0.5,.078,,-3.4,0.1,-3.3,-0.1,234,7.1,.528,.373,.280,3.7,18.4,10.9,6.1,0.4,2.2,16.8,18.4,,-0.2,0.2,0.0,-0.006,,-4.8,-2.1,-7.0,-0.3,898310,1517981,https://www.2kratings.com/wp-content/uploads/Jalen-McDaniels-2K-Rating.png,1517981,SF
Doug McDermott,PF,28,IND,69,0,19.9,3.9,7.9,.488,1.9,4.3,.435,2.0,3.7,.549,.605,0.7,0.8,.828,0.4,2.1,2.5,1.1,0.2,0.1,0.6,1.7,10.3,mcderdo01,PF,29,42,16,25.3,5.2,10.2,.514,1.6,4.5,.369,3.6,5.7,.627,.595,1.3,1.5,.831,1.0,2.8,3.9,1.4,0.3,0.1,0.9,1.7,13.4,1372,14.4,.620,.537,.106,2.1,11.7,7.0,8.4,0.4,0.3,6.8,19.6,,2.3,1.1,3.3,.117,,1.4,-1.3,0.0,0.7,1061,15.2,.617,.437,.152,4.6,12.6,8.6,8.1,0.5,0.3,7.5,20.1,,1.8,0.5,2.3,.105,,1.4,-2.0,-0.6,0.4,7333334,7333333,https://www.2kratings.com/wp-content/uploads/Doug-McDermott-2K-Rating.png,7333333,PF
JaVale McGee,C,32,LAL,68,68,16.6,2.9,4.5,.637,0.0,0.1,.500,2.8,4.4,.640,.642,0.8,1.2,.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,mcgeeja01,C,33,33,1,15.2,3.4,6.5,.521,0.2,0.6,.250,3.2,5.9,.549,.533,1.1,1.7,.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0,1130,19.4,.652,.020,.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,,2.2,2.4,4.7,.198,,-0.6,2.1,1.5,1.0,503,18.7,.554,.093,.256,11.7,26.3,18.8,11.2,1.6,7.1,15.8,24.4,,0.1,0.8,0.9,.084,,-2.1,1.3,-0.8,0.2,4000000,4200000,https://www.2kratings.com/wp-content/uploads/JaVale-McGee-2K-Rating.png,4200000,C
Rodney McGruder,SG,28,LAC,56,4,15.6,1.3,3.2,.398,0.4,1.6,.270,0.9,1.6,.522,.464,0.3,0.6,.559,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,mcgruro01,SG,29,15,1,11.9,2.3,4.5,.507,0.7,1.5,.435,1.6,2.9,.545,.582,0.4,0.5,.750,0.5,0.9,1.4,1.0,0.5,0.1,0.5,0.7,5.6,871,6.7,.477,.492,.188,3.6,14.2,9.0,5.3,1.4,0.8,10.9,10.6,,-0.1,1.1,1.0,.055,,-3.7,0.8,-3.0,-0.2,178,15.7,.596,.343,.119,4.9,8.4,6.6,14.1,1.9,0.5,9.0,19.0,,0.3,0.1,0.4,.107,,0.3,-0.5,-0.1,0.1,4629630,5000000,https://www.2kratings.com/wp-content/uploads/Rodney-McGruder-2K-Rating.png,5000000,SG
Alfonzo McKinnie,SF,27,CLE,40,1,14.8,1.8,4.3,.427,0.4,1.6,.215,1.5,2.7,.557,.468,0.6,0.8,.710,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6,mckinal01,SF,28,24,0,5.3,0.9,1.8,.524,0.3,0.9,.381,0.6,0.9,.667,.619,0.2,0.3,.625,0.3,0.8,1.1,0.1,0.1,0.0,0.1,0.6,2.4,593,8.7,.493,.380,.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,,-0.2,0.3,0.2,.014,,-4.4,-0.9,-5.3,-0.5,126,14.2,.626,.500,.190,7.2,15.6,11.5,2.3,0.8,0.0,4.2,16.4,,0.3,0.2,0.4,.158,,0.1,-1.4,-1.3,0.0,183114,1762796,https://www.2kratings.com/wp-content/uploads/Alfonzo-McKinnie-2K-Rating.png,1762796,SF
Jordan McLaughlin,PG,23,FA,30,2,19.7,2.9,5.9,.489,1.0,2.5,.382,1.9,3.4,.569,.570,0.9,1.3,.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,mclaujo01,PG,24,24,0,19.5,2.2,5.9,.376,0.7,1.9,.348,1.5,4.0,.389,.433,0.3,0.4,.800,0.5,1.8,2.3,4.7,1.0,0.2,1.1,1.0,5.4,590,16.3,.587,.427,.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,,1.1,0.4,1.6,.130,,0.3,0.0,0.3,0.3,467,12.1,.447,.326,.071,2.9,10.3,6.4,33.5,2.4,0.7,15.2,15.4,,0.1,0.3,0.4,.043,,-1.8,-0.5,-2.3,0.0,,,https://www.2kratings.com/wp-content/uploads/Jordan-McLaughlin-2K-Rating.png,,PG
Ben McLemore,SF,26,HOU,71,23,22.8,3.4,7.7,.444,2.5,6.4,.400,0.9,1.3,.656,.610,0.7,0.9,.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,mclembe01,SG,27,29,3,16.2,2.3,6.7,.345,1.5,4.9,.310,0.8,1.8,.442,.459,0.7,1.0,.724,0.4,1.8,2.1,0.9,0.6,0.1,0.9,1.5,6.9,1619,11.8,.622,.829,.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,,2.2,1.1,3.3,.099,,0.0,-0.6,-0.5,0.6,471,7.8,.481,.732,.149,2.4,12.1,7.0,8.1,1.8,0.6,11.2,21.1,,-0.6,0.4,-0.2,-0.021,,-3.6,-1.3,-4.9,-0.3,2028594,2283034,https://www.2kratings.com/wp-content/uploads/Ben-McLemore-2K-Rating.png,2283034,SG
Jordan McRae,SG,28,FA,37,4,21.2,4.0,9.9,.407,1.2,3.4,.357,2.8,6.5,.433,.469,2.2,2.9,.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5,mcraejo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,14.2,.515,.344,.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,,0.4,0.4,0.7,.044,,0.0,-1.5,-1.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,1645357,,https://www.basketball-reference.com/req/202101021/images/players/mcraejo01.jpg,,SG
Nicolò Melli,C,29,NOP,60,8,17.4,2.3,5.4,.421,1.2,3.4,.335,1.1,2.0,.573,.528,0.9,1.2,.740,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6,mellini01,PF,30,22,0,11.0,0.7,2.7,.254,0.3,1.7,.189,0.4,1.0,.364,.314,0.3,0.3,.857,0.5,2.0,2.6,1.1,0.4,0.0,0.3,1.3,2.0,1042,11.4,.556,.638,.226,3.9,14.5,9.2,10.5,1.5,1.8,11.5,15.7,,0.9,0.9,1.8,.082,,-1.5,0.2,-1.3,0.2,241,5.9,.346,.627,.119,5.6,20.7,13.2,12.5,1.8,0.4,10.1,12.2,,-0.2,0.2,0.0,.002,,-4.9,0.5,-4.4,-0.1,3902439,4097561,https://www.2kratings.com/wp-content/uploads/Nicolo-Melli-2K-Rating.png,4097561,PF
De'Anthony Melton,PG,21,FA,60,8,19.5,2.7,6.7,.401,0.7,2.3,.286,2.0,4.4,.464,.451,1.6,2.0,.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,meltode01,PG,22,29,1,19.8,3.7,7.9,.472,1.7,3.9,.425,2.1,4.0,.517,.576,0.7,0.9,.741,0.7,2.7,3.4,2.8,1.3,0.6,1.2,1.8,9.8,1167,13.5,.501,.349,.302,4.0,15.7,9.9,20.1,3.1,1.5,15.6,19.2,,0.1,1.7,1.7,.072,,-2.2,2.0,-0.2,0.5,575,17.8,.590,.493,.118,3.4,15.3,9.2,20.3,3.1,2.6,13.0,20.3,,0.7,1.0,1.7,.140,,1.7,2.4,4.1,0.9,1416852,7812500,https://www.2kratings.com/wp-content/uploads/DeAnthony-Melton-2K-Rating.png,,PG
Chimezie Metu,C,22,SAS,18,0,5.8,1.3,2.3,.571,0.0,0.1,.000,1.3,2.2,.600,.571,0.6,0.7,.769,0.7,1.2,1.8,0.6,0.2,0.3,0.6,0.4,3.2,metuch01,C,23,13,0,7.4,1.7,3.1,.550,0.2,0.5,.333,1.5,2.6,.588,.575,0.5,0.7,.667,0.8,1.3,2.2,0.5,0.2,0.5,0.6,1.2,4.0,105,22.2,.608,.048,.310,12.3,21.6,16.9,14.9,1.4,5.0,17.3,23.7,,0.2,0.1,0.3,.130,,1.9,-0.1,1.8,0.1,96,19.6,.591,.150,.225,12.4,19.9,16.1,10.9,1.5,6.1,15.4,23.1,,0.1,0.1,0.2,.094,,-1.0,-0.1,-1.1,0.0,1416852,0,https://www.2kratings.com/wp-content/uploads/Chimezie-Metu-2K-Rating.png,1663861,C
Khris Middleton,SF,28,MIL,62,59,29.9,7.6,15.3,.497,2.4,5.7,.415,5.2,9.6,.546,.575,3.4,3.7,.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9,middlkh01,SF,29,43,43,33.5,7.6,15.5,.490,2.2,5.2,.430,5.3,10.3,.520,.562,3.2,3.6,.877,0.8,5.4,6.2,5.4,1.1,0.2,2.8,2.5,20.6,1853,21.1,.619,.374,.240,2.5,17.0,10.2,22.2,1.3,0.3,11.6,26.4,,4.6,3.3,7.9,.205,,3.4,0.7,4.1,2.9,1440,18.7,.603,.335,.233,2.6,16.3,9.7,23.2,1.5,0.4,14.1,24.8,,2.8,1.6,4.5,.148,,2.4,-0.6,1.8,1.4,30603448,33051724,https://www.2kratings.com/wp-content/uploads/Khris-Middleton-2K-Rating.png,33051724,SF
Eric Mika,C,25,FA,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,mikaer01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,13.9,.773,.000,.667,11.6,30.4,20.7,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.218,,-2.2,-1.0,-3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,50752,,https://www.basketball-reference.com/req/202101021/images/players/mikaer01.jpg,,C
C.J. Miles,SF,32,FA,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,milescj01,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,11.1,.472,.593,.339,2.6,5.7,4.1,10.0,2.9,2.2,5.6,18.6,,0.0,0.1,0.1,.035,,-1.8,0.1,-1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,8730158,,https://www.basketball-reference.com/req/202101021/images/players/milescj01.jpg,,SF
Malcolm Miller,SF,26,FA,28,1,5.8,0.4,1.0,.414,0.3,0.8,.364,0.1,0.3,.571,.552,0.1,0.3,.375,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.6,1.3,millema01,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,6.7,.538,.759,.276,1.3,8.9,5.2,8.9,1.5,1.2,11.0,9.6,,0.1,0.2,0.3,.082,,-3.5,1.2,-2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,1588231,,https://www.basketball-reference.com/req/202101021/images/players/millema01.jpg,,SF
Patty Mills,PG,31,SAS,66,1,22.5,3.9,9.1,.431,2.3,6.1,.382,1.6,3.0,.533,.560,1.5,1.7,.866,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.6,millspa02,PG,32,41,0,25.7,4.5,10.1,.440,2.7,6.8,.393,1.8,3.3,.537,.572,1.2,1.3,.907,0.3,1.4,1.7,2.6,0.7,0.0,1.0,1.3,12.8,1485,14.8,.592,.674,.187,1.6,6.2,3.9,11.4,1.7,0.4,7.7,20.4,,2.3,0.5,2.8,.091,,1.2,-1.2,0.0,0.8,1052,14.2,.597,.673,.130,1.2,6.0,3.5,14.7,1.3,0.1,8.7,20.0,,1.3,0.7,2.1,.095,,1.5,-1.5,0.0,0.5,12428571,13285714,https://www.2kratings.com/wp-content/uploads/Patty-Mills-2K-Rating.png,13285714,PG
Paul Millsap,PF,34,FA,51,48,24.3,4.1,8.6,.482,1.1,2.4,.435,3.1,6.2,.500,.543,2.3,2.8,.816,1.9,3.8,5.7,1.6,0.9,0.6,1.4,2.9,11.6,millspa01,PF,35,34,33,23.5,3.6,7.0,.506,1.1,2.8,.375,2.5,4.2,.594,.582,1.4,2.0,.687,1.5,3.6,5.0,1.7,0.9,0.6,0.9,2.1,9.5,1240,16.9,.591,.283,.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20.0,,2.1,1.4,3.5,.136,,0.3,-0.2,0.1,0.7,798,16.4,.603,.402,.280,7.2,17.0,12.1,10.0,2.0,2.7,10.1,16.3,,1.5,0.9,2.4,.144,,0.9,-0.2,0.7,0.5,30500000,10000000,https://www.2kratings.com/wp-content/uploads/Paul-Millsap-2K-Rating.png,,PF
Shake Milton,SG,23,PHI,40,24,20.1,3.4,6.9,.484,1.5,3.4,.430,1.9,3.6,.535,.588,1.3,1.6,.785,0.4,1.8,2.2,2.6,0.5,0.2,1.2,2.3,9.4,miltosh01,SG,24,37,2,24.7,5.0,11.2,.445,1.0,3.3,.306,4.0,8.0,.502,.489,2.8,3.2,.858,0.5,1.7,2.2,3.1,0.6,0.3,1.7,2.3,13.8,805,14.4,.617,.487,.235,2.1,10.0,6.0,18.8,1.2,0.7,13.3,18.9,,1.4,0.7,2.1,.126,,0.0,-1.0,-1.0,0.2,915,14.1,.544,.291,.288,2.5,7.3,5.0,18.8,1.2,1.0,11.7,24.6,,0.8,1.0,1.8,.093,,-1.4,-1.3,-2.7,-0.2,1445697,1701593,https://www.2kratings.com/wp-content/uploads/Shake-Milton-2K-Rating.png,1701593,SG
Donovan Mitchell,SG,23,UTA,69,69,34.3,8.7,19.4,.449,2.5,6.9,.366,6.2,12.6,.494,.513,4.0,4.7,.863,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5,24.0,mitchdo01,SG,24,41,41,33.9,8.7,20.2,.430,3.3,8.7,.384,5.3,11.5,.465,.513,4.7,5.6,.835,1.0,3.6,4.6,5.5,1.0,0.3,3.0,2.3,25.4,2364,18.8,.558,.352,.240,2.6,11.3,7.1,21.6,1.4,0.5,11.0,30.8,,3.2,2.2,5.4,.110,,2.4,-0.6,1.9,2.3,1389,20.0,.560,.431,.279,3.2,11.0,7.2,27.0,1.5,0.6,11.5,32.5,,2.8,1.6,4.4,.151,,3.2,-0.8,2.4,1.6,3635760,5195501,https://www.2kratings.com/wp-content/uploads/Donovan-Mitchell-2K-Rating.png,5195501,SG
Naz Mitrou-Long,SG,26,FA,5,0,9.4,1.2,3.4,.353,0.4,2.4,.167,0.8,1.0,.800,.412,0.0,0.0,,0.0,1.4,1.4,1.6,0.2,0.2,0.6,0.4,2.8,mitrona01,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,7.8,.412,.706,.000,0.0,16.2,8.2,22.8,1.0,1.9,15.0,18.7,,-0.1,0.1,0.0,-0.022,,-3.5,2.1,-1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/mitrona01.jpg,,SG
Adam Mokoka,SF,21,FA,11,0,10.2,1.1,2.5,.429,0.5,1.4,.400,0.5,1.2,.462,.536,0.2,0.4,.500,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9,mokokad01,SG,22,9,0,5.2,0.7,1.7,.400,0.1,0.9,.125,0.6,0.8,.714,.433,0.0,0.0,,0.1,0.3,0.4,0.4,0.2,0.1,0.2,0.6,1.4,112,8.2,.538,.536,.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,,0.1,0.1,0.2,.073,,-3.1,-1.0,-4.1,-0.1,47,6.4,.433,.533,.000,2.4,6.9,4.7,11.3,2.0,1.8,11.8,15.5,,-0.1,0.0,0.0,-0.004,,-5.0,-0.6,-5.6,0.0,,,https://www.2kratings.com/wp-content/uploads/Adam-Mokoka-2K-Rating.png,,SG
Malik Monk,SG,21,CHO,55,1,21.3,3.9,8.9,.434,1.1,3.7,.284,2.8,5.2,.542,.494,1.5,1.8,.820,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,monkma01,SG,22,30,0,21.6,4.4,9.8,.449,2.1,5.0,.411,2.3,4.8,.490,.554,1.7,2.1,.806,0.4,2.3,2.7,1.9,0.5,0.1,1.5,1.2,12.5,1169,12.6,.530,.418,.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,,0.1,0.6,0.7,.028,,-1.1,-1.3,-2.3,-0.1,647,14.1,.585,.514,.211,1.8,11.8,6.7,13.8,1.0,0.5,12.0,24.1,,0.5,0.4,0.8,.060,,0.3,-2.2,-1.9,0.0,4028400,5345687,https://www.2kratings.com/wp-content/uploads/Malik-Monk-2K-Rating.png,5345687,SG
Matt Mooney,SG,22,FA,4,0,4.8,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.0,0.0,,0.0,0.8,0.8,0.3,0.5,0.3,0.0,0.3,0.5,moonema01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8.1,.250,.500,.000,0.0,17.7,8.8,6.7,5.1,4.5,0.0,9.0,,0.0,0.0,0.0,.007,,-5.4,5.0,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.2kratings.com/wp-content/uploads/Matt-Mooney-2K-Rating.png,,SG
E'Twaun Moore,SG,30,FA,56,6,18.2,3.3,7.8,.426,1.1,3.0,.377,2.2,4.8,.456,.498,0.6,0.8,.689,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,mooreet01,SG,31,24,1,14.5,1.8,4.3,.422,0.3,1.2,.276,1.5,3.0,.479,.461,0.3,0.4,.800,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3,1020,11.3,.510,.382,.103,3.2,10.4,6.8,11.0,1.5,0.9,8.1,19.9,,0.3,0.7,0.9,.043,,-1.9,-0.8,-2.7,-0.2,348,8.7,.479,.284,.098,4.3,9.0,6.8,13.2,2.0,1.0,14.5,15.9,,-0.1,0.4,0.3,.040,,-4.4,0.7,-3.7,-0.2,8664928,2331593,https://www.2kratings.com/wp-content/uploads/ETwaun-Moore-2K-Rating.png,,SG
Ja Morant,PG,20,MEM,67,67,31.0,6.7,14.0,.477,0.9,2.7,.335,5.8,11.3,.511,.509,3.6,4.6,.776,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,17.8,moranja01,PG,21,33,33,31.5,6.9,15.8,.437,0.8,3.6,.229,6.1,12.2,.498,.463,4.5,5.8,.766,0.9,2.5,3.4,7.5,0.9,0.2,2.9,1.5,19.1,2074,17.4,.556,.191,.329,2.6,10.4,6.6,35.2,1.3,0.8,17.0,25.9,,2.3,1.5,3.8,.088,,1.5,-1.2,0.3,1.2,1040,17.1,.519,.226,.368,2.9,8.9,5.8,35.7,1.4,0.6,13.8,28.5,,0.7,0.9,1.7,.077,,1.4,-2.1,-0.7,0.4,8730240,9166800,https://www.2kratings.com/wp-content/uploads/Ja-Morant-2K-Rating.png,9166800,PG
Juwan Morgan,PF,22,FA,21,0,6.4,0.7,1.2,.577,0.1,0.4,.375,0.6,0.9,.667,.635,0.1,0.2,.750,0.5,0.9,1.4,0.3,0.0,0.1,0.3,0.9,1.7,morgaju01,PF,23,18,0,4.3,0.4,0.9,.438,0.2,0.6,.300,0.2,0.3,.667,.531,0.1,0.3,.200,0.3,0.6,0.8,0.2,0.2,0.0,0.1,0.7,1.0,134,10.1,.648,.308,.154,8.5,15.1,11.9,6.2,0.4,1.2,17.8,11.0,,0.2,0.1,0.3,.106,,-2.9,-0.3,-3.2,0.0,78,8.0,.495,.625,.313,7.1,13.1,10.2,6.7,2.5,0.0,9.9,11.1,,0.0,0.1,0.1,.092,,-3.9,1.7,-2.2,0.0,746054,,https://www.2kratings.com/wp-content/uploads/Juwan-Morgan-2K-Rating.png,,PF
Marcus Morris,SF-PF,30,FA,62,62,31.2,5.7,13.1,.438,2.3,5.6,.408,3.4,7.5,.461,.526,2.9,3.5,.823,1.0,4.1,5.0,1.4,0.8,0.5,1.6,2.9,16.7,morrima03,PF,31,35,7,24.8,4.4,9.8,.446,2.4,5.2,.459,2.0,4.6,.432,.567,1.2,1.4,.840,0.7,3.1,3.8,1.1,0.5,0.3,0.8,2.0,12.3,1936,14.3,.570,.430,.272,3.2,14.0,8.5,6.8,1.2,1.4,9.7,21.9,,2.1,1.5,3.6,.088,,0.6,-0.7,-0.1,0.9,868,14.0,.590,.528,.146,3.2,13.8,8.6,6.1,1.0,1.0,7.1,20.1,,1.2,0.7,1.9,.107,,0.6,-1.4,-0.8,0.3,15000000,14883721,https://www.basketball-reference.com/req/202101021/images/players/morrima03.jpg,,PF
Markieff Morris,PF,30,FA,58,17,20.5,3.5,7.9,.443,1.5,3.9,.386,2.0,4.0,.500,.539,1.1,1.5,.776,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7,morrima02,PF,31,39,15,18.1,2.2,5.2,.412,1.0,3.1,.336,1.1,2.2,.518,.510,0.7,1.0,.711,0.7,3.5,4.3,1.0,0.2,0.3,0.7,1.7,6.0,1187,12.5,.565,.498,.186,3.8,17.1,10.3,10.1,1.3,1.2,13.3,20.9,,0.5,1.0,1.4,.058,,-1.1,-0.9,-2.0,0.0,707,9.8,.532,.583,.186,4.5,21.3,13.1,7.7,0.6,1.4,10.5,15.2,,0.3,1.1,1.3,.090,,-2.3,-0.1,-2.4,-0.1,1750000,2331593,https://www.2kratings.com/wp-content/uploads/Markieff-Morris-2K-Rating.png,,PF
Monte Morris,PG,24,DEN,73,12,22.4,3.6,7.8,.459,0.9,2.4,.378,2.7,5.4,.495,.517,1.0,1.2,.843,0.3,1.5,1.9,3.5,0.8,0.2,0.7,1.0,9.0,morrimo01,PG,25,36,10,27.2,4.0,8.5,.471,1.1,3.2,.351,2.9,5.3,.542,.536,1.3,1.8,.762,0.2,2.0,2.2,3.4,0.7,0.3,0.7,1.0,10.4,1636,14.9,.545,.304,.157,1.6,7.7,4.7,22.1,1.7,1.0,8.1,17.5,,2.7,1.1,3.8,.112,,0.4,-0.5,-0.2,0.8,980,13.5,.563,.373,.206,0.8,8.1,4.5,16.8,1.3,1.0,7.0,16.0,,1.6,0.6,2.2,.105,,0.0,-1.2,-1.2,0.2,1588231,1663861,https://www.2kratings.com/wp-content/uploads/Monte-Morris-2K-Rating.png,1663861,PG
